refresh_time,source,symbol,rows_raw,rows_clean,rows_fail,status,message
2026-06-30T12:21:05Z,tushare.hk_daily,02618.HK,1249,1249,0,success,full refresh from listing date completed
2026-06-30T13:16:12Z,tushare.hk_daily,3690.HK,1909,1908,0,success,full refresh from listing date completed
2026-06-30T13:17:42Z,yfinance.^HSCE,HSCEI,1595,1594,0,success,hscei full refresh completed via yfinance ^HSCE
2026-06-30T13:18:58Z,tushare.hk_daily,9988.HK,1619,1618,0,success,full refresh from listing date completed
2026-06-30T13:19:43Z,tushare.hk_daily,1519.HK,655,655,0,success,full refresh from listing date completed
2026-06-30T21:08:09Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-06-30T21:12:59Z,tushare.index_global,HSI,1593,1592,0,success,hsi full refresh completed via index_global
2026-06-30T21:17:12Z,tushare.index_global,HKTECH,1454,1454,0,success,hktech full refresh completed via index_global
2026-07-01T12:43:28Z,tushare.hk_daily,02618.HK,1249,1249,0,success,full refresh from listing date completed
2026-07-01T13:41:01Z,tushare.hk_daily,3690.HK,1909,1908,0,success,full refresh from listing date completed
2026-07-01T13:41:37Z,yfinance.^HSCE,HSCEI,1595,1594,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-01T13:42:28Z,tushare.hk_daily,9988.HK,1619,1618,0,success,full refresh from listing date completed
2026-07-01T13:43:03Z,tushare.hk_daily,1519.HK,655,655,0,success,full refresh from listing date completed
2026-07-01T20:56:38Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-01T21:03:45Z,tushare.index_global,HSI,1593,1592,0,success,hsi full refresh completed via index_global
2026-07-01T21:10:15Z,tushare.index_global,HKTECH,1454,1454,0,success,hktech full refresh completed via index_global
2026-07-02T12:19:01Z,tushare.hk_daily,02618.HK,1250,1250,0,success,full refresh from listing date completed
2026-07-02T13:08:44Z,tushare.hk_daily,3690.HK,1910,1909,0,success,full refresh from listing date completed
2026-07-02T13:09:15Z,tushare.hk_daily,9618.HK,1482,1481,0,success,full refresh from listing date completed
2026-07-02T13:10:42Z,yfinance.^HSCE,HSCEI,1596,1595,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-02T13:11:48Z,tushare.hk_daily,9988.HK,1620,1619,0,success,full refresh from listing date completed
2026-07-02T13:12:39Z,tushare.hk_daily,2057.HK,1411,1408,2,success,full refresh from listing date completed
